id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Stems,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Ht,Plot,Canker13,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio
514,3,9,9,18,2,5,4.8,2011,U07m,80XAA04,1,0.126,4.8,,,,,,,6,,4.5,5.6,4,6.8,3.5,12.7,9,12.7,58.85,151.94,80XAA04,80XAA04,4.8,6.2,5.9,4.2,7.5,0,0,0,80XAA04,5,3.57,1.34,5.96,4.37,1.08,7.39
515,3,9,9,19,2,5,7.5,2011,U07m,80XAA04,5,0.307,4.5,3.7,3.7,2.6,1.4,,,6,,5.5,7.1,5.8,7.2,4.9,12.7,9,12.7,64.96,183.32,80XAA04,80XAA04,4.8,5.9,4.2,5.7,6.3,0,0,0,80XAA04,5,3.36,2.23,3.59,7.13,3.05,2.63
516,3,9,9,20,2,5,6.3,2011,U07m,80XAA04,4,0.215,6,1.5,0.9,0.6,,,,6,,4.1,7.6,4.7,12.7,9,12.7,9,12.7,72.65,225.6,80XAA04,80XAA04,7.5,4.2,5.7,0,0,0,0,0,80XAA04,3,2.17,2.9,2.76,3.45,2.98,2.68
517,3,9,9,9,3,4,7.9,2011,U07m,80XAA04,4,0.341,7,3,2,0.7,,,,13,,9,12.7,9,12.7,5.7,12.7,9,12.7,83.6,294.19,80XAA04,80XAA04,0,0,0,0,4.6,0,0,0,80XAA04,1,0.57,13.74,0.58,1.72,23.6,0.34
518,3,9,9,10,3,4,4.6,2011,U07m,80XAA04,1,0.115,4.6,,,,,,,13,,3.3,12.7,9,12.7,5.8,12.7,9,12.7,78.05,244.29,80XAA04,80XAA04,7.9,0,0,0,2.5,0,0,0,80XAA04,2,1.3,3.54,2.26,2.42,2.47,3.24
519,3,9,9,11,3,4,2.5,2011,U07m,80XAA04,2,0.034,1.9,1.6,,,,,,13,,3.2,12.7,9,12.7,2.1,12.7,9,12.7,74.14,209.1,80XAA04,80XAA04,4.6,0,0,0,8.4,0,0,0,80XAA04,2,1.63,1.54,5.2,0.84,0.55,14.68
520,3,9,9,12,3,4,8.4,2011,U07m,80XAA04,2,0.386,8,2.6,,,,,,13,,6.9,12.7,9,12.7,9,12.7,9,12.7,84.85,305.42,80XAA04,80XAA04,2.5,0,0,0,0,0,0,0,80XAA04,1,0.31,26.88,0.3,3.36,90.32,0.09
521,3,9,9,5,9,2,7.2,2011,U07m,80XAA04,1,0.283,7.2,,,,,,,42,,9,12.7,9,12.7,4.5,12.7,9,12.7,82.38,283.22,80XAA04,80XAA04,0,0,0,0,7.3,0,0,0,80XAA04,1,0.91,7.89,1.01,0.99,7.78,1.03
522,3,9,9,6,9,2,7.3,2011,U07m,80XAA04,1,0.291,7.3,,,,,,,42,,4.5,12.7,9,12.7,4.8,12.7,9,12.7,78.27,246.26,80XAA04,80XAA04,7.2,0,0,0,6.3,0,0,0,80XAA04,2,1.69,4.33,1.85,2.17,4.66,1.72
523,3,9,9,7,9,2,6.3,2011,U07m,80XAA04,1,0.216,6.3,,,,,,,42,,4.2,12.7,9,12.7,4,12.7,9,12.7,77.13,235.97,80XAA04,80XAA04,7.3,0,0,0,7.7,0,0,0,80XAA04,2,1.88,3.36,2.38,1.68,2.82,2.84
524,3,9,9,8,9,2,7.7,2011,U07m,80XAA04,2,0.32,5.8,5,,,,,,42,,5,12.7,9,12.7,9,12.7,9,12.7,82.86,287.55,80XAA04,80XAA04,6.3,0,0,0,0,0,0,0,80XAA04,1,0.79,9.78,0.82,1.22,11.95,0.67
525,3,9,9,13,9,3,5.9,2011,U07m,80XAA04,2,0.188,4.2,4.1,,,,,,44,,9,12.7,9,12.7,4.6,12.7,9,12.7,82.49,284.2,80XAA04,80XAA04,0,0,0,0,5.7,0,0,0,80XAA04,1,0.71,8.28,0.97,1.04,8.57,0.93
526,3,9,9,14,9,3,5.7,2011,U07m,80XAA04,1,0.177,5.7,,,,,,,44,,4.4,12.7,9,12.7,4.7,12.7,9,12.7,78,243.77,80XAA04,80XAA04,5.9,0,0,0,5.3,0,0,0,80XAA04,2,1.4,4.07,1.96,2.04,4.13,1.94
527,3,9,9,15,9,3,5.3,2011,U07m,80XAA04,3,0.156,4,3,1.9,,,,,44,,4.3,12.7,9,12.7,5.5,12.7,9,12.7,78.79,250.95,80XAA04,80XAA04,5.7,0,0,0,3.3,0,0,0,80XAA04,2,1.13,4.71,1.7,2.54,5.18,1.54
528,3,9,9,16,9,3,3.3,2011,U07m,80XAA04,1,0.059,3.3,,,,,,,44,,3.5,12.7,9,4.4,2.9,12.7,9,12.7,66.87,183.77,80XAA04,80XAA04,5.3,0,0,6.3,7.1,0,0,0,80XAA04,3,2.34,1.41,5.67,1.61,0.74,10.85
529,3,9,9,17,10,6,6.3,2011,U07m,80XAA04,1,0.216,6.3,,,,,,,46,,9,6.7,4.4,6.5,9,7.5,4.2,8.4,55.7,136.76,80XAA04,80XAA04,0,5.6,6.7,6,0,4.4,7.1,3.3,80XAA04,6,4.14,1.52,5.25,7.34,1.65,4.86
530,3,9,9,18,10,6,0,2011,U07m,80XAA04,NA,0,,,,,,,,46,,0,0,0,0,0,0,0,0,0,0,80XAA04,80XAA04,6.3,6.7,6,5.8,4.5,6.5,4.4,7.1,80XAA04,8,5.91,0,0,0,0,0
531,3,9,9,19,10,6,4.5,2011,U07m,80XAA04,1,0.11,4.5,,,,,,,46,,9,5.5,3.9,5.8,5.3,4.8,3.7,6.4,44.45,88.14,80XAA04,80XAA04,0,6,5.8,5.3,3.1,7.5,6.5,4.4,80XAA04,7,4.83,0.93,8.58,6.14,0.72,11.12
532,3,9,9,20,10,6,3.1,2011,U07m,80XAA04,2,0.053,2.2,2.2,,,,,,46,,3.7,4.4,3.3,12.7,9,12.7,2.6,4.1,52.62,127.91,80XAA04,80XAA04,4.5,5.8,5.3,0,0,0,7.5,6.5,80XAA04,5,3.7,0.84,9.55,2.7,0.43,18.78
533,3,9,9,17,1,5,0,2011,U07m,81XAA04,NA,0,,,,,,,,5,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,6.9,0,4.8,4.8,0,0,0,0,81XAA04,3,2.06,0,0,0,0,0
534,3,9,9,18,1,5,0,2011,U07m,81XAA04,NA,0,,,,,,,,5,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,4.8,4.8,7.5,0,0,0,0,81XAA04,3,2.14,0,0,0,0,0
535,3,9,9,19,1,5,0,2011,U07m,81XAA04,NA,0,,,,,,,,5,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,4.8,7.5,6.3,0,0,0,0,81XAA04,3,2.33,0,0,0,0,0
536,3,9,9,20,1,5,0,2011,U07m,81XAA04,NA,0,,,,,,,,5,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,7.5,6.3,0,0,0,0,0,81XAA04,2,1.73,0,0,0,0,0
537,3,9,9,13,2,4,0,2011,U07m,81XAA04,NA,0,,,,,,,,7,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,8.4,0,0,0,7.7,6.8,0,81XAA04,3,2.86,0,0,0,0,0
538,3,9,9,14,2,4,0,2011,U07m,81XAA04,NA,0,,,,,,,,7,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,7.7,7.7,6.8,81XAA04,3,2.77,0,0,0,0,0
539,3,9,9,15,2,4,0,2011,U07m,81XAA04,NA,0,,,,,,,,7,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,6.9,7.7,7.7,81XAA04,3,2.79,0,0,0,0,0
540,3,9,9,16,2,4,0,2011,U07m,81XAA04,NA,0,,,,,,,,7,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,6.2,4.8,0,6.9,7.7,81XAA04,4,3.2,0,0,0,0,0
541,3,9,9,1,5,1,0,2011,U07m,81XAA04,NA,0,,,,,,,,21,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
542,3,9,9,2,5,1,0,2011,U07m,81XAA04,NA,0,,,,,,,,21,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
543,3,9,9,3,5,1,0,2011,U07m,81XAA04,NA,0,,,,,,,,21,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
544,3,9,9,4,5,1,0,2011,U07m,81XAA04,NA,0,,,,,,,,21,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
545,3,9,9,1,6,2,0,2011,U07m,81XAA04,NA,0,,,,,,,,30,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,6.3,6.5,0,0,0,0,81XAA04,2,1.6,0,0,0,0,0
546,3,9,9,2,6,2,0,2011,U07m,81XAA04,NA,0,,,,,,,,30,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,6.3,6.5,6.2,0,0,0,0,81XAA04,3,2.38,0,0,0,0,0
547,3,9,9,3,6,2,0,2011,U07m,81XAA04,NA,0,,,,,,,,30,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,6.5,6.2,7,0,0,0,0,81XAA04,3,2.46,0,0,0,0,0
548,3,9,9,4,6,2,0,2011,U07m,81XAA04,NA,0,,,,,,,,30,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,6.2,7,0,0,0,0,0,81XAA04,2,1.65,0,0,0,0,0
549,3,9,9,17,7,6,0,2011,U07m,81XAA04,NA,0,,,,,,,,35,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,7.8,0,0,0,0,0,0,0,81XAA04,1,0.97,0,0,0,0,0
550,3,9,9,18,7,6,0,2011,U07m,81XAA04,NA,0,,,,,,,,35,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
551,3,9,9,19,7,6,0,2011,U07m,81XAA04,NA,0,,,,,,,,35,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
552,3,9,9,20,7,6,0,2011,U07m,81XAA04,NA,0,,,,,,,,35,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,0,0,0,0,0,0,81XAA04,0,0,,0,0,,0
553,3,9,9,13,8,3,0,2011,U07m,81XAA04,NA,0,,,,,,,,37,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,0,5.9,5.7,0,6.7,7.7,0,81XAA04,4,3.25,0,0,0,0,0
554,3,9,9,14,8,3,0,2011,U07m,81XAA04,NA,0,,,,,,,,37,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,5.9,5.7,5.3,0,7.3,6.7,7.7,81XAA04,6,4.83,0,0,0,0,0
555,3,9,9,15,8,3,0,2011,U07m,81XAA04,NA,0,,,,,,,,37,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,5.7,5.3,3.3,0,7.8,7.3,6.7,81XAA04,6,4.51,0,0,0,0,0
556,3,9,9,16,8,3,0,2011,U07m,81XAA04,NA,0,,,,,,,,37,,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,0,5.3,3.3,7.1,0,0,7.8,7.3,81XAA04,5,3.85,0,0,0,0,0
557,3,9,9,5,1,1,0,2011,U07m,82XAA04,NA,0,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,2.6,0,0,0,0,0,0,82XAA04,1,0.33,0,0,0,0,0
558,3,9,9,6,1,1,0,2011,U07m,82XAA04,NA,0,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
559,3,9,9,7,1,1,0,2011,U07m,82XAA04,NA,0,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
560,3,9,9,8,1,1,0,2011,U07m,82XAA04,NA,0,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
561,3,9,9,13,3,4,0,2011,U07m,82XAA04,NA,0,,,,,,,,14,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,8.4,0,0,0,0,0,0,0,82XAA04,1,1.05,0,0,0,0,0
562,3,9,9,14,3,4,0,2011,U07m,82XAA04,NA,0,,,,,,,,14,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
563,3,9,9,15,3,4,0,2011,U07m,82XAA04,NA,0,,,,,,,,14,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
564,3,9,9,16,3,4,0,2011,U07m,82XAA04,NA,0,,,,,,,,14,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,6.2,4.8,0,0,82XAA04,2,1.38,0,0,0,0,0
565,3,9,9,17,4,5,0,2011,U07m,82XAA04,NA,0,,,,,,,,16,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,5.9,6.2,0,82XAA04,2,1.51,0,0,0,0,0
566,3,9,9,18,4,5,0,2011,U07m,82XAA04,NA,0,,,,,,,,16,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,4.2,5.9,6.2,82XAA04,3,2.04,0,0,0,0,0
567,3,9,9,19,4,5,0,2011,U07m,82XAA04,NA,0,,,,,,,,16,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,5.7,4.2,5.9,82XAA04,3,1.98,0,0,0,0,0
568,3,9,9,20,4,5,0,2011,U07m,82XAA04,NA,0,,,,,,,,16,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,5.7,4.2,82XAA04,2,1.24,0,0,0,0,0
569,3,9,9,5,6,2,0,2011,U07m,82XAA04,NA,0,,,,,,,,29,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,7,0,0,0,0,0,0,82XAA04,1,0.88,0,0,0,0,0
570,3,9,9,6,6,2,0,2011,U07m,82XAA04,NA,0,,,,,,,,29,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
571,3,9,9,7,6,2,0,2011,U07m,82XAA04,NA,0,,,,,,,,29,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
572,3,9,9,8,6,2,0,2011,U07m,82XAA04,NA,0,,,,,,,,29,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
573,3,9,9,17,6,6,0,2011,U07m,82XAA04,NA,0,,,,,,,,26,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,7.8,0,0,0,0,0,0,82XAA04,1,0.97,0,0,0,0,0
574,3,9,9,18,6,6,0,2011,U07m,82XAA04,NA,0,,,,,,,,26,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
575,3,9,9,19,6,6,0,2011,U07m,82XAA04,NA,0,,,,,,,,26,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
576,3,9,9,20,6,6,0,2011,U07m,82XAA04,NA,0,,,,,,,,26,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
577,3,9,9,9,8,3,0,2011,U07m,82XAA04,NA,0,,,,,,,,38,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,7.7,0,0,0,0,0,0,82XAA04,1,0.96,0,0,0,0,0
578,3,9,9,10,8,3,0,2011,U07m,82XAA04,NA,0,,,,,,,,38,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
579,3,9,9,11,8,3,0,2011,U07m,82XAA04,NA,0,,,,,,,,38,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,0,0,0,0,0,82XAA04,0,0,,0,0,,0
580,3,9,9,12,8,3,0,2011,U07m,82XAA04,NA,0,,,,,,,,38,,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,0,0,0,5.9,0,7.7,0,0,82XAA04,2,1.7,0,0,0,0,0
581,3,9,9,13,1,4,6.8,2011,U07m,83XAA04,3,0.249,5.2,3.1,3,,,,,4,,9,12.7,9,12.7,4.2,12.7,9,12.7,82.13,280.99,83XAA04,83XAA04,0,0,0,0,7.7,0,0,0,83XAA04,1,0.96,7.06,1.13,0.88,6.24,1.28
582,3,9,9,14,1,4,7.7,2011,U07m,83XAA04,3,0.324,6.2,4.2,1.8,,,,,4,,4.8,12.7,9,12.7,4.5,12.7,9,12.7,78.19,245.51,83XAA04,83XAA04,6.8,0,0,0,7.7,0,0,0,83XAA04,2,1.81,4.25,1.88,2.13,4.49,1.78
583,3,9,9,15,1,4,7.7,2011,U07m,83XAA04,3,0.327,4.7,4.5,4.2,,,,,4,,4.5,12.7,9,12.7,4.7,12.7,9,12.7,78.16,245.22,83XAA04,83XAA04,7.7,0,0,0,6.9,0,0,0,83XAA04,2,1.83,4.22,1.9,2.12,4.44,1.8
584,3,9,9,16,1,4,6.9,2011,U07m,83XAA04,2,0.259,6.1,3.2,,,,,,4,,4.3,12.7,9,7.5,9,12.7,9,12.7,76.94,248.05,83XAA04,83XAA04,7.7,0,0,4.8,0,0,0,0,83XAA04,2,1.56,4.42,1.81,2.33,4.63,1.73
585,3,9,9,1,3,1,7.2,2011,U07m,83XAA04,4,0.286,6.2,3.3,1.4,1.1,,,,11,,9,12.7,9,12.7,4.5,7.5,4.3,12.7,72.48,225.13,83XAA04,83XAA04,0,0,0,0,7.2,5.1,7.7,0,83XAA04,3,2.5,2.88,2.78,3.35,3.02,2.65
586,3,9,9,2,3,1,7.2,2011,U07m,83XAA04,3,0.28,5.6,4,2,,,,,11,,4.5,12.7,9,12.7,5.1,7.4,5.3,6.2,62.83,172.27,83XAA04,83XAA04,7.2,0,0,0,5.6,5.2,5.1,7.7,83XAA04,5,3.85,1.87,4.28,6.02,2.12,3.77
587,3,9,9,3,3,1,5.6,2011,U07m,83XAA04,2,0.171,4.2,3.7,,,,,,11,,3.9,12.7,9,12.7,3.8,8.7,4.7,6.7,62.23,162.24,83XAA04,83XAA04,7.2,0,0,0,7.6,2.6,5.2,5.1,83XAA04,5,3.46,1.62,4.95,5.84,1.48,5.4
588,3,9,9,4,3,1,7.6,2011,U07m,83XAA04,3,0.316,6,4.5,1.3,,,,,11,,5.2,12.7,9,12.7,9,12.7,6.7,7.6,75.63,247.26,83XAA04,83XAA04,5.6,0,0,0,0,0,2.6,5.2,83XAA04,3,1.67,4.54,1.76,5.74,7.09,1.13
589,3,9,9,17,3,5,6.2,2011,U07m,83XAA04,2,0.209,5.3,3.2,,,,,,15,,9,12.7,9,12.7,4.6,7.2,5.1,12.7,73.04,230.14,83XAA04,83XAA04,0,0,0,0,5.9,4.8,4.8,0,83XAA04,3,1.94,3.2,2.5,3.63,3.8,2.1
590,3,9,9,18,3,5,5.9,2011,U07m,83XAA04,1,0.19,5.9,,,,,,,15,,4.4,12.7,9,12.7,5.3,5.6,5,7,61.69,167.86,83XAA04,83XAA04,6.2,0,0,0,4.2,7.5,4.8,4.8,83XAA04,5,3.44,1.72,4.66,5.6,1.76,4.55
591,3,9,9,19,3,5,4.2,2011,U07m,83XAA04,1,0.096,4.2,,,,,,,15,,3.7,12.7,9,12.7,3.8,5.1,3.2,5.9,56.28,142.36,83XAA04,83XAA04,5.9,0,0,0,5.7,6.3,7.5,4.8,83XAA04,5,3.78,1.11,7.19,3.55,0.76,10.56
592,3,9,9,20,3,5,5.7,2011,U07m,83XAA04,2,0.178,4.6,3.4,,,,,,15,,5.2,12.7,9,12.7,9,12.7,4.3,5.5,71.14,222.93,83XAA04,83XAA04,4.2,0,0,0,0,0,6.3,7.5,83XAA04,3,2.25,2.53,3.16,3.02,2.29,3.5
593,3,9,9,1,7,2,6.3,2011,U07m,83XAA04,2,0.218,5.8,2.5,,,,,,31,,9,12.7,9,12.7,4.4,12.7,9,12.7,82.34,282.87,83XAA04,83XAA04,0,0,0,0,6.5,0,0,0,83XAA04,1,0.81,7.75,1.03,0.97,7.52,1.06
594,3,9,9,2,7,2,6.5,2011,U07m,83XAA04,2,0.229,6.1,2.2,,,,,,31,,4.6,12.7,9,12.7,4.6,12.7,9,12.7,78.09,244.59,83XAA04,83XAA04,6.3,0,0,0,6.2,0,0,0,83XAA04,2,1.56,4.16,1.92,2.08,4.33,1.85
595,3,9,9,3,7,2,6.2,2011,U07m,83XAA04,1,0.21,6.2,,,,,,,31,,4.4,12.7,9,12.7,4.2,12.7,9,12.7,77.53,239.59,83XAA04,83XAA04,6.5,0,0,0,7,0,0,0,83XAA04,2,1.69,3.67,2.18,1.84,3.37,2.37
596,3,9,9,4,7,2,7,2011,U07m,83XAA04,1,0.267,7,,,,,,,31,,4.8,12.7,9,12.7,9,12.7,9,12.7,82.68,285.95,83XAA04,83XAA04,6.2,0,0,0,0,0,0,0,83XAA04,1,0.78,9.03,0.89,1.13,10.2,0.78
597,3,9,9,13,7,3,7.7,2011,U07m,83XAA04,2,0.32,6.4,4.2,,,,,,34,,9,12.7,9,12.7,4.8,12.7,9,12.7,82.72,286.31,83XAA04,83XAA04,0,0,0,0,6.7,0,0,0,83XAA04,1,0.84,9.19,0.87,1.15,10.57,0.76
598,3,9,9,14,7,3,6.7,2011,U07m,83XAA04,2,0.247,5.8,3.4,,,,,,34,,4.2,12.7,9,12.7,4.3,12.7,9,12.7,77.41,238.45,83XAA04,83XAA04,7.7,0,0,0,7.3,0,0,0,83XAA04,2,1.88,3.57,2.24,1.79,3.19,2.51
599,3,9,9,15,7,3,7.3,2011,U07m,83XAA04,2,0.289,7,2,,,,,,34,,4.7,12.7,9,12.7,4.4,12.7,9,12.7,77.96,243.39,83XAA04,83XAA04,6.7,0,0,0,7.8,0,0,0,83XAA04,2,1.81,4.03,1.99,2.03,4.03,1.98
600,3,9,9,16,7,3,7.8,2011,U07m,83XAA04,2,0.33,5.6,5.4,,,,,,34,,4.6,12.7,9,12.7,9,12.7,9,12.7,82.56,284.84,83XAA04,83XAA04,7.3,0,0,0,0,0,0,0,83XAA04,1,0.91,8.55,0.94,1.07,9.13,0.88
601,3,9,9,17,9,6,7.1,2011,U07m,83XAA04,2,0.277,5.6,4.4,,,,,,45,,6.1,12.7,4.8,12.7,5.6,12.7,9,12.7,76.38,229.22,83XAA04,83XAA04,3.3,0,6.3,0,4.4,0,0,0,83XAA04,3,1.75,4.06,1.97,4.89,5.77,1.39
602,3,9,9,18,9,6,4.4,2011,U07m,83XAA04,3,0.108,3.3,2.2,2,,,,,45,,3.4,5.2,9,6.3,3.6,12.7,9,12.7,62.06,163.98,83XAA04,83XAA04,7.1,6.3,0,4.5,6.5,0,0,0,83XAA04,4,3.05,1.44,5.55,2.97,1.01,7.88
603,3,9,9,19,9,6,6.5,2011,U07m,83XAA04,2,0.23,6,2.5,,,,,,45,,5.4,12.7,5.3,8.6,4.2,12.7,9,12.7,70.67,200.97,83XAA04,83XAA04,4.4,0,4.5,3.1,7.5,0,0,0,83XAA04,4,2.44,2.67,3,5.89,3.2,2.5
604,3,9,9,20,9,6,7.5,2011,U07m,83XAA04,5,0.307,4.9,3.6,3.2,2.4,1.8,,,45,,4.8,8,6.4,12.7,9,12.7,9,12.7,75.33,243.82,83XAA04,83XAA04,6.5,4.5,3.1,0,0,0,0,0,83XAA04,3,1.76,4.26,1.88,5.24,6.24,1.28
605,3,9,9,5,2,1,0,2011,U07m,84XAA04,NA,0,,,,,,,,9,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,2.6,7.6,0,0,0,0,0,0,84XAA04,2,1.27,0,0,0,0,0
606,3,9,9,6,2,1,0,2011,U07m,84XAA04,NA,0,,,,,,,,9,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
607,3,9,9,7,2,1,0,2011,U07m,84XAA04,NA,0,,,,,,,,9,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
608,3,9,9,8,2,1,0,2011,U07m,84XAA04,NA,0,,,,,,,,9,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,7.9,0,0,0,0,84XAA04,1,0.99,0,0,0,0,0
609,3,9,9,13,4,5,0,2011,U07m,84XAA04,NA,0,,,,,,,,17,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,8.4,84XAA04,1,1.05,0,0,0,0,0
610,3,9,9,14,4,5,0,2011,U07m,84XAA04,NA,0,,,,,,,,17,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
611,3,9,9,15,4,5,0,2011,U07m,84XAA04,NA,0,,,,,,,,17,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
612,3,9,9,16,4,5,0,2011,U07m,84XAA04,NA,0,,,,,,,,17,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,6.2,0,0,84XAA04,1,0.78,0,0,0,0,0
613,3,9,9,9,5,4,0,2011,U07m,84XAA04,NA,0,,,,,,,,23,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
614,3,9,9,10,5,4,0,2011,U07m,84XAA04,NA,0,,,,,,,,23,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
615,3,9,9,11,5,4,0,2011,U07m,84XAA04,NA,0,,,,,,,,23,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
616,3,9,9,12,5,4,0,2011,U07m,84XAA04,NA,0,,,,,,,,23,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,0,0,0,0,0,0,0,84XAA04,0,0,,0,0,,0
617,3,9,9,17,8,6,0,2011,U07m,84XAA04,NA,0,,,,,,,,36,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,3.3,7.1,4.4,0,0,0,7.8,84XAA04,4,2.82,0,0,0,0,0
618,3,9,9,18,8,6,0,2011,U07m,84XAA04,NA,0,,,,,,,,36,,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,0,7.1,4.4,6.5,0,0,0,0,84XAA04,3,2.25,0,0,0,0,0
